acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,kf_roll,kf_pitch,Xk0,Xk1,Pk0,Pk1,Q0,R0
113,-479,-4062,-50,22,17,10.22,-0.503,0.115533,-0.007026,0.014778,0.003751,0.0,0.03
126,-448,-4066,-34,26,29,10.104,-0.66,0.113524,-0.009771,0.009901,0.003335,0.0,0.03
130,-332,-4257,-893,154,29,9.123,-2.038,0.096397,-0.033826,0.000753,0.000658,0.0,0.03
615,270,-5623,-1792,-104,16,4.178,-2.52,0.010086,-0.042231,0.000604,0.000544,0.0,0.03
-218,380,-2806,-738,-235,90,0.767,-2.017,-0.049448,-0.033461,0.000514,0.000471,0.0,0.03
16,-537,-3872,-89,49,124,0.4,-1.589,-0.055847,-0.025989,0.000441,0.000412,0.0,0.03
389,199,-4175,294,88,3,1.023,-2.183,-0.04498,-0.03635,0.000383,0.000362,0.0,0.03
22,-177,-4421,182,171,78,1.619,-2.342,-0.034569,-0.039123,0.000342,0.000326,0.0,0.03
380,-28,-4417,-193,32,66,1.707,-2.157,-0.033031,-0.035905,0.00031,0.000297,0.0,0.03
172,236,-4142,-223,-24,65,1.442,-2.015,-0.037664,-0.033431,0.000283,0.000274,0.0,0.03
96,-10,-4038,-78,-7,-24,1.306,-1.995,-0.040033,-0.033071,0.000264,0.000256,0.0,0.03
155,-51,-4049,-31,45,44,1.404,-2.043,-0.038323,-0.033906,0.000245,0.000238,0.0,0.03
177,-51,-4113,-48,7,129,1.559,-2.108,-0.035629,-0.035041,0.000229,0.000224,0.0,0.03
153,138,-4112,-70,-22,86,1.471,-2.106,-0.037154,-0.035011,0.000216,0.000212,0.0,0.03
126,46,-4095,-57,-8,70,1.354,-2.014,-0.039197,-0.033408,0.000203,0.0002,0.0,0.03
170,113,-4104,-75,28,72,1.247,-2.065,-0.041061,-0.034297,0.000193,0.000191,0.0,0.03
195,161,-4144,-73,-17,43,1.07,-2.101,-0.044155,-0.034922,0.000184,0.000182,0.0,0.03
127,179,-4097,-21,-13,0,0.972,-2.058,-0.045866,-0.034173,0.000177,0.000175,0.0,0.03
207,181,-4097,8,16,-25,0.965,-2.091,-0.045983,-0.034744,0.00017,0.000168,0.0,0.03
154,176,-4141,11,-14,-36,1.006,-2.125,-0.045273,-0.035345,0.000163,0.000162,0.0,0.03
116,112,-4101,25,-3,26,1.085,-2.07,-0.043889,-0.034391,0.000158,0.000157,0.0,0.03
180,222,-4122,-24,23,-14,1.072,-2.141,-0.044122,-0.035616,0.000152,0.000151,0.0,0.03
159,159,-4130,-13,-25,5,1.05,-2.143,-0.044499,-0.035663,0.000148,0.000147,0.0,0.03
130,205,-4090,1,10,14,1.012,-2.11,-0.045163,-0.035089,0.000144,0.000143,0.0,0.03
174,219,-4110,14,11,27,1.018,-2.158,-0.045061,-0.035925,0.00014,0.00014,0.0,0.03
185,174,-4163,6,-24,4,1.039,-2.124,-0.044704,-0.03532,0.000137,0.000136,0.0,0.03
