acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,kf_roll,kf_pitch,Xk0,Xk1,Pk0,Pk1,Q0,R0
247,330,-4095,27,-1,-1,-0.788,-3.377,-0.076578,-0.057191,0.047619,0.04762,1e-05,0.05
247,330,-4095,36,-3,3,-0.89,-3.456,-0.07837,-0.058579,0.024393,0.024395,1e-05,0.05
255,329,-4099,43,-4,7,-0.916,-3.519,-0.078813,-0.059665,0.016399,0.016405,1e-05,0.05
213,267,-4265,100,-153,23,-0.158,-3.241,-0.065587,-0.054814,0.001403,0.001408,1e-05,0.05
272,276,-4250,38,-20,26,-0.032,-3.663,-0.063399,-0.062187,0.001173,0.001178,1e-05,0.05
215,279,-4237,29,-6,-13,0.049,-3.39,-0.061984,-0.057429,0.001019,0.001022,1e-05,0.05
305,242,-4165,-1,9,0,0.086,-3.494,-0.061326,-0.059235,0.000936,0.000939,1e-05,0.05
201,249,-4169,0,-4,1,0.111,-3.502,-0.060897,-0.059378,0.000866,0.000868,1e-05,0.05
273,253,-4106,-11,0,-1,0.108,-3.472,-0.060954,-0.05886,0.000822,0.000824,1e-05,0.05
263,257,-4118,-14,-2,-6,0.074,-3.549,-0.061539,-0.060202,0.000794,0.000795,1e-05,0.05
229,257,-4124,-37,-8,0,0.01,-3.482,-0.062656,-0.059033,0.000768,0.000769,1e-05,0.05
282,258,-4109,-50,2,3,-0.088,-3.537,-0.064371,-0.059979,0.000751,0.000752,1e-05,0.05
231,268,-4111,-72,-7,-9,-0.219,-3.522,-0.066655,-0.059729,0.000739,0.000739,1e-05,0.05
276,302,-4106,-66,1,-11,-0.416,-3.536,-0.0701,-0.059966,0.00073,0.000731,1e-05,0.05
248,294,-4087,-25,0,-10,-0.509,-3.56,-0.071718,-0.060396,0.000723,0.000724,1e-05,0.05
238,323,-4112,-28,-2,8,-0.569,-3.52,-0.072757,-0.059685,0.000718,0.000719,1e-05,0.05
264,319,-4106,-51,-3,0,-0.689,-3.53,-0.074858,-0.059865,0.000714,0.000715,1e-05,0.05
