Ins Auto Telemetry Data Record
Record Time: 2026-06-11T05:16:03.899285
============================================================

Trajectory Points: 158
Waypoints: 0

Trajectory Points (x, y, mode, timestamp):
  0.00, 0.00, 4, 1781126156.5684102
  0.00, 0.00, 4, 1781126156.6258478
  0.00, 0.00, 4, 1781126156.6713839
  0.00, 0.00, 4, 1781126156.6964307
  0.00, 0.00, 4, 1781126156.7555563
  0.00, 0.00, 4, 1781126156.8070827
  0.00, 0.00, 4, 1781126156.8600538
  0.00, 0.00, 4, 1781126156.923993
  0.00, 0.00, 4, 1781126156.9302292
  0.00, 0.00, 4, 1781126156.9557438
  0.00, 0.00, 4, 1781126157.020494
  0.00, 0.00, 4, 1781126157.0869622
  0.00, 0.00, 4, 1781126157.1281562
  0.00, 0.00, 4, 1781126157.1571915
  0.00, 0.00, 4, 1781126157.1859624
  0.00, 0.00, 4, 1781126157.2572532
  0.00, 0.00, 4, 1781126157.2634163
  0.00, 0.00, 4, 1781126157.3248775
  0.00, 0.00, 4, 1781126157.3294408
  0.00, 0.00, 4, 1781126157.362446
  0.00, 0.00, 4, 1781126157.3971539
  0.00, 0.00, 4, 1781126157.4354317
  0.00, 0.00, 4, 1781126157.4880342
  0.00, 0.00, 4, 1781126157.5282154
  0.00, 0.00, 4, 1781126157.5952258
  0.00, 0.00, 4, 1781126157.6877573
  0.00, 0.00, 4, 1781126157.7212775
  0.00, 0.00, 4, 1781126157.7899396
  0.00, 0.00, 4, 1781126157.8072033
  0.00, 0.00, 4, 1781126157.8698099
  0.00, 0.00, 4, 1781126157.9033303
  0.00, 0.00, 4, 1781126157.9359426
  0.00, 0.00, 4, 1781126157.9697165
  0.00, 0.00, 4, 1781126158.00291
  0.00, 0.00, 4, 1781126158.0740411
  0.00, 0.00, 4, 1781126158.1283038
  0.00, 0.00, 4, 1781126158.2077832
  0.00, 0.00, 4, 1781126158.2341936
  0.00, 0.00, 4, 1781126158.2693472
  0.00, 0.00, 4, 1781126158.351161
  0.00, 0.00, 4, 1781126158.373233
  0.00, 0.00, 4, 1781126158.4186213
  0.00, 0.00, 4, 1781126158.4242637
  0.00, 0.00, 4, 1781126158.4296315
  0.00, 0.00, 4, 1781126158.4544144
  0.00, 0.00, 4, 1781126158.4939601
  0.00, 0.00, 4, 1781126158.5167675
  0.00, 0.00, 4, 1781126158.590993
  0.00, 0.00, 4, 1781126158.630898
  0.00, 0.00, 4, 1781126158.6516674
  0.00, 0.00, 4, 1781126158.7078311
  0.00, 0.00, 4, 1781126158.7381675
  0.00, 0.00, 4, 1781126158.7523353
  0.00, 0.00, 4, 1781126158.7811072
  0.00, 0.00, 4, 1781126158.841803
  0.00, 0.00, 4, 1781126158.8817236
  0.00, 0.00, 4, 1781126158.9110894
  0.00, 0.00, 4, 1781126158.9657135
  0.00, 0.00, 4, 1781126159.0193079
  0.00, 0.00, 4, 1781126159.0654562
  0.00, 0.00, 4, 1781126159.0844543
  0.00, 0.00, 4, 1781126159.1292648
  0.00, 0.00, 4, 1781126159.1937447
  0.00, 0.00, 4, 1781126159.2546253
  0.00, 0.00, 4, 1781126159.2617185
  0.00, 0.00, 4, 1781126159.2880878
  0.00, 0.00, 4, 1781126160.0088625
  0.00, 0.00, 4, 1781126160.0512593
  0.00, 0.00, 4, 1781126160.0840166
  0.00, 0.00, 4, 1781126160.130268
  0.00, 0.00, 4, 1781126160.1966581
  0.00, 0.00, 4, 1781126160.2587845
  0.00, 0.00, 4, 1781126160.2882106
  0.00, 0.00, 4, 1781126160.3029754
  0.00, 0.00, 4, 1781126160.3670218
  0.00, 0.00, 4, 1781126160.3878462
  0.00, 0.00, 4, 1781126160.4355457
  0.00, 0.00, 4, 1781126160.4865334
  0.00, 0.00, 4, 1781126160.5092375
  0.00, 0.00, 4, 1781126160.5677977
  0.00, 0.00, 4, 1781126160.6077383
