Ins Auto Telemetry Data Record
Record Time: 2026-06-11T06:06:50.969476
============================================================

Trajectory Points: 565
Waypoints: 125

Trajectory Points (x, y, mode, timestamp):
  -1172.28, -21.47, 4, 1781129169.577642
  -1176.40, -21.69, 4, 1781129169.635562
  -1179.11, -21.84, 4, 1781129169.6665487
  -1183.22, -22.06, 4, 1781129169.7068565
  -1186.07, -22.21, 4, 1781129169.7478583
  -1190.70, -22.47, 4, 1781129169.7938154
  -1194.00, -22.66, 4, 1781129169.836613
  -1199.20, -22.97, 4, 1781129169.8836775
  -1202.82, -23.19, 4, 1781129169.92876
  -1208.60, -23.54, 4, 1781129169.9702866
  -1212.72, -23.80, 4, 1781129170.0041382
  -1219.43, -24.23, 4, 1781129170.0555274
  -1224.28, -24.55, 4, 1781129170.0962427
  -1232.17, -25.07, 4, 1781129170.141679
  -1237.80, -25.44, 4, 1781129170.177559
  -1246.76, -26.04, 4, 1781129170.2245853
  -1252.95, -26.44, 4, 1781129170.264571
  -1262.42, -27.05, 4, 1781129170.3183608
  -1268.76, -27.45, 4, 1781129170.3501995
  -1278.28, -28.04, 4, 1781129170.4000914
  -1284.65, -28.43, 4, 1781129170.4479592
  -1294.31, -29.04, 4, 1781129170.4880683
  -1300.78, -29.45, 4, 1781129170.520388
  -1310.44, -30.06, 4, 1781129170.5717318
  -1316.80, -30.46, 4, 1781129170.6255016
  -1325.99, -31.03, 4, 1781129170.665058
  -1331.74, -31.38, 4, 1781129170.6968052
  -1339.49, -31.82, 4, 1781129170.736287
  -1344.05, -32.07, 4, 1781129170.7847407
  -1349.78, -32.36, 4, 1781129170.8231735
  -1352.79, -32.51, 4, 1781129170.8662124
  -1356.06, -32.66, 4, 1781129170.9161456
  -1357.26, -32.71, 4, 1781129170.962142
  -1357.47, -32.72, 4, 1781129170.9996705
  -1356.97, -32.70, 4, 1781129171.037791
  -1355.23, -32.62, 4, 1781129171.0876267
  -1353.34, -32.54, 4, 1781129171.1321979
  -1349.35, -32.37, 4, 1781129171.1671345
  -1345.96, -32.23, 4, 1781129171.2158337
  -1340.06, -31.97, 4, 1781129171.2580943
  -1335.62, -31.78, 4, 1781129171.3017037
  -1328.07, -31.47, 4, 1781129171.337832
  -1322.48, -31.24, 4, 1781129171.3858244
  -1313.64, -30.87, 4, 1781129171.4317284
  -1307.50, -30.62, 4, 1781129171.4759212
  -1298.00, -30.22, 4, 1781129171.5105958
  -1291.66, -29.95, 4, 1781129171.553383
  -1282.29, -29.54, 4, 1781129171.603717
  -1276.31, -29.28, 4, 1781129171.647287
  -1267.95, -28.89, 4, 1781129171.6850336
  -1262.87, -28.64, 4, 1781129171.7281241
  -1256.09, -28.31, 4, 1781129171.775077
  -1252.13, -28.12, 4, 1781129171.8111594
  -1246.87, -27.86, 4, 1781129171.8551483
  -1243.88, -27.71, 4, 1781129171.8980641
  -1240.58, -27.55, 4, 1781129171.9471152
  -1239.47, -27.50, 4, 1781129171.9866076
  -1239.27, -27.49, 4, 1781129172.0280588
  -1239.98, -27.53, 4, 1781129172.0721047
  -1242.76, -27.72, 4, 1781129172.1224272
  -1245.76, -27.94, 4, 1781129172.161338
  -1251.82, -28.44, 4, 1781129172.2016263
  -1256.76, -28.86, 4, 1781129172.2492206
  -1265.29, -29.62, 4, 1781129172.2993786
  -1271.71, -30.21, 4, 1781129172.334788
  -1282.29, -31.19, 4, 1781129172.3719566
  -1289.70, -31.88, 4, 1781129172.4252298
  -1300.98, -32.90, 4, 1781129172.4607837
  -1308.46, -33.53, 4, 1781129172.5034623
  -1319.41, -34.39, 4, 1781129172.552976
  -1326.40, -34.90, 4, 1781129172.5973961
  -1336.03, -35.51, 4, 1781129172.633663
  -1341.77, -35.82, 4, 1781129172.6796362
  -1349.34, -36.19, 4, 1781129172.7181711
  -1353.67, -36.39, 4, 1781129172.7643316
  -1358.98, -36.62, 4, 1781129172.8075693
  -1361.44, -36.71, 4, 1781129172.8544192
  -1363.46, -36.77, 4, 1781129172.8894095
  -1363.76, -36.78, 4, 1781129172.9312227
  -1363.30, -36.77, 4, 1781129172.9754467
  -1362.95, -36.76, 4, 1781129173.01839
  -1361.99, -36.74, 4, 1781129173.0596206
  -1360.87, -36.72, 4, 1781129173.1101253
  -1358.66, -36.68, 4, 1781129173.149127
  -1356.85, -36.65, 4, 1781129173.1930604
  -1353.40, -36.57, 4, 1781129173.2320771
