type,x,y,ins_mode,dis_ins,yaw_ins,n,target,flag_save,comment
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.4,372.5,0,0.0,0.0,2,1,0,
I,-5098.2,372.5,0,0.0,0.0,2,1,0,
I,-5098.0,372.5,0,0.0,0.0,2,1,0,
I,-5097.7,372.5,0,0.0,0.0,2,1,0,
I,-5097.9,372.5,0,0.0,0.0,2,1,0,
I,-5098.2,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5098.4,372.6,0,0.0,0.0,2,1,0,
I,-5099.0,372.7,0,0.0,0.0,2,1,0,
I,-5101.1,373.2,0,0.0,0.0,2,1,0,
I,-5100.4,373.1,0,0.0,0.0,2,1,0,
I,-5097.7,372.4,0,0.0,0.0,2,1,0,
I,-5094.2,371.6,0,0.0,0.0,2,1,0,
I,-5089.9,370.6,0,0.0,0.0,2,1,0,
I,-5086.3,369.8,0,0.0,0.0,2,1,0,
I,-5086.2,369.7,0,0.0,0.0,2,1,0,
I,-5086.2,369.7,0,0.0,0.0,2,1,0,
I,-5087.0,369.9,0,0.0,0.0,2,1,0,
I,-5086.4,369.8,0,0.0,0.0,2,1,0,
I,-5083.8,369.1,0,0.0,0.0,2,1,0,
I,-5080.9,368.4,0,0.0,0.0,2,1,0,
I,-5078.2,367.7,0,0.0,0.0,2,1,0,
I,-5075.2,366.9,0,0.0,0.0,2,1,0,
I,-5072.8,366.3,0,0.0,0.0,2,1,0,
I,-5072.7,366.3,0,0.0,0.0,2,1,0,
I,-5072.7,366.3,0,0.0,0.0,2,1,0,
I,-5072.8,366.3,0,0.0,0.0,2,1,0,
I,-5071.1,366.0,0,0.0,0.0,2,1,0,
